,link
485,https://www.mirror.co.uk/3am/us-celebrity-news/breaking-frank-ocean-pulls-out-29758485
486,https://www.livemint.com/news/india/sachin-jokes-about-arjun-tendulkar-s-maiden-ipl-wicket-gives-mi-player-of-the-match-award-to-son-11681969769770.html
487,https://nypost.com/2023/04/19/manhattan-da-investigating-parking-garage-collapse-caused-by-too-many-cars-on-98-year-old-buildings-top-floor/
488,https://www.mirror.co.uk/3am/celebrity-news/live-paul-ogrady-funeral-fans-29758630
489,https://www.npr.org/2023/04/20/1170986176/solar-eclipse-australia-indonesia
490,https://www.cnbc.com/2023/04/20/what-ukraines-declining-grain-production-means-for-global-food-trade.html
491,https://www.livemint.com/news/india/apple-saket-vs-apple-bkc-5-key-differences-between-the-two-stores-11681957690624.html
492,https://nypost.com/2023/04/19/ja-morant-less-grizzlies-beat-lakers-in-game-2-to-even-series/
493,https://www.livemint.com/news/india/ipl-2023-pbks-vs-rcb-will-virat-kohli-lead-orange-cap-race-today-match-preview-key-players-where-and-when-to-watch-11681967333608.html
494,https://www.livemint.com/news/india/india-sees-another-rise-in-infections-with-12-591-new-covid-in-24-hrs-11681963142096.html
495,https://www.mirror.co.uk/3am/us-celebrity-news/breaking-frank-ocean-pulls-out-29758485
496,https://www.livemint.com/news/india/sachin-jokes-about-arjun-tendulkar-s-maiden-ipl-wicket-gives-mi-player-of-the-match-award-to-son-11681969769770.html
497,https://nypost.com/2023/04/19/manhattan-da-investigating-parking-garage-collapse-caused-by-too-many-cars-on-98-year-old-buildings-top-floor/
498,https://www.mirror.co.uk/3am/celebrity-news/live-paul-ogrady-funeral-fans-29758630
499,https://www.npr.org/2023/04/20/1170986176/solar-eclipse-australia-indonesia
