name,count
congenital muscular dystrophy-dystroglycanopathy type A2,3
autosomal dominant hyaline body myopathy,3
congenital disorder of glycosylation Ig,3
congenital disorder of glycosylation Iq,3
oculocutaneous albinism type 2,3
melanoma with features of a Spitz nevus,3
microphthalmia–dermal aplasia–sclerocornea syndrome,3
mediastinum neurofibroma,3
Olmsted syndrome,3
spindle cell lipoma,3
triple-negative breast cancer,3
penis sarcoma,3
pituitary infarct,3
DIC in newborn,3
transient neonatal neutropenia,3
nephrotic syndrome type 2,3
salicylate sensitivity,3
organic acidemia,3
dominant dystrophic epidermolysis bullosa,3
familial adenomatous polyposis 2,3
early infantile epileptic encephalopathy 23,3
Griscelli syndrome type 3,3
early infantile epileptic encephalopathy 28,3
"microcephaly, seizures, and developmental delay",3
miliaria profunda,3
adult hepatocellular carcinoma,3
pulmonary immaturity,3
autosomal recessive type IV Ehlers-Danlos syndrome,3
NK cell deficiency,3
middle ear carcinoma,3
glycogen-rich clear cell breast carcinoma,3
X-linked dyskeratosis congenita,3
pineal parenchymal tumor of intermediate differentiation,3
rectum leiomyosarcoma,3
larynx leiomyosarcoma,3
mediastinum leiomyosarcoma,3
breast leiomyosarcoma,3
immune-complex glomerulonephritis,3
anus leiomyoma,3
pericardium leiomyoma,3
STING-associated vasculopathy with onset in infancy,3
mediastinum leiomyoma,3
extrahepatic bile duct leiomyoma,3
testicular infarct,3
dehydrated hereditary stomatocytosis 2,3
atypical follicular adenoma,3
middle ear adenocarcinoma,3
Bartholin's gland adenoid cystic carcinoma,3
nephronophthisis 1,3
adult astrocytic tumour,3
X-linked mental retardation 106,3
splenic abscess,3
intracranial cavernous angioma,3
nephronophthisis 20,3
vulvar melanoma,3
parachordoma,3
juxtacortical chondroma,3
serous surface papilloma,3
autoimmune skin disease,3
myeloproliferative neoplasm,3
Seckel syndrome 10,3
metachronous kidney Wilms' tumor,3
anterior segment dysgenesis 6,3
anterior segment dysgenesis 8,3
intellectual disability-severe speech delay-mild dysmorphism syndrome,3
infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,3
nasal cavity squamous cell carcinoma,3
testicular germ cell tumor,3
choriocarcinoma of the testis,3
mitochondrial pyruvate carrier deficiency,3
ovarian squamous cell neoplasm,3
ovarian squamous cell carcinoma,3
clear cell hidradenoma,3
extrahepatic bile duct adenoma,3
intrahepatic bile duct adenoma,3
lung occult small cell carcinoma,3
water-clear cell adenoma,3
lipoadenoma,3
clear cell adenoma,3
hemoglobin D disease,3
Bartholin's gland adenoma,3
stork bite,3
Wolffian duct adenocarcinoma,3
coenurosis,3
galactose epimerase deficiency,3
retinal hemangioblastoma,3
subungual glomus tumor,3
combined oxidative phosphorylation deficiency 29,3
"trichothiodystrophy 6, nonphotosensitive",3
hypermanganesemia with dystonia 2,3
monodermal teratoma,3
Sotos syndrome 3,3
immunodeficiency 49,3
ovarian Wilms' cancer,3
ovarian lymphoma,3
ovary sarcoma,3
breast metaplastic carcinoma,3
nephrogenic syndrome of inappropriate antidiuresis,3
SHOX-related short stature,3
vulvar squamous tumor,3
severe neonatal-onset encephalopathy with microcephaly,3
CK syndrome,3
"X-linked dominant chondrodysplasia, Chassaing-Lacombe type",3
X-linked parkinsonism-spasticity syndrome,3
progressive familial intrahepatic cholestasis type 4,3
autosomal recessive limb-girdle muscular dystrophy type 2Z,3
vulvar squamous papilloma,3
Bartholin's gland benign neoplasm,3
nodular hidradenoma,3
rectum sarcoma,3
low grade glioma,3
benign blood vessel neoplasm,3
spinocerebellar ataxia 47,3
phencyclidine abuse,3
breast duct papilloma,3
late-adult onset retinitis pigmentosa,3
retinitis pigmentosa Y-linked,3
spinal cord sarcoma,3
cavernous sinus meningioma,3
pancreatic somatostatinoma,3
acute diffuse nephritis,3
D-glycerate dehydrogenase deficiency,3
ectodermal dysplasia 12,3
familial hepatic adenoma,3
X-linked congenital bilateral absence of vas deferens,3
Raynaud-Claes syndrome,3
Uruguay faciocardiomusculoskeletal syndrome,3
isolated sulfite oxidase deficiency,3
pancreatic mucinous cystadenoma,3
oculocutaneous albinism type IA,3
gamma-glutamylcysteine synthetase deficiency,3
necrosis of pituitary,3
skull base chordoma,3
lymphoplasmacyte-rich meningioma,3
nonmucinous bronchioloalveolar adenocarcinoma,3
split hand-foot malformation 3,3
extraskeletal mesenchymal chondrosarcoma,3
alopecia-mental retardation syndrome 2,3
pediatric mesenchymal chondrosarcoma,3
superior vena cava angiosarcoma,3
hemoglobin E,3
pancreas sarcoma,3
pancreas lymphoma,3
polyclonal hypergammaglobulinemia,3
monoclonal paraproteinemia,3
nasal cavity carcinoma,3
nasal cavity adenocarcinoma,3
cervical adenitis,3
axillary adentis,3
inverted transitional papilloma,3
submandibular adenitis,3
lacrimal gland adenoid cystic carcinoma,3
brain stem astrocytic neoplasm,3
middle cranial fossa meningioma,3
foramen magnum meningioma,3
epicardium cancer,3
intraneural perineurioma,3
lacrimal gland mucoepidermoid carcinoma,3
breast mucoepidermoid carcinoma,3
amelogenesis imperfecta type 3B,3
lymph node palisaded myofibroblastoma,3
immunodeficiency 60,3
"Charcot-Marie-Tooth disease, axonal type 2W",3
mitochondrial complex III deficiency nuclear type 9,3
lacrimal gland adenocarcinoma,3
conjunctival nevus,3
adult ependymoblastoma,3
luminal breast carcinoma,3
columnar cell variant papillary carcinoma,3
childhood pleomorphic rhabdomyosarcoma,3
rectum adenoma,3
heart lipoma,3
lumbar spinal canal and spinal cord meningioma,3
hypogonadotropic hypogonadism 3 with or without anosmia,3
small intestinal L-cell glucagon-like peptide producing tumor,3
extrahepatic bile duct papillary adenoma,3
nasal cavity olfactory neuroblastoma,3
cellular myxoid liposarcoma,3
citrullinemia type I,3
breast apocrine carcinoma in situ,3
sarcomatosis,3
liver lipoma,3
uterus perivascular epithelioid cell tumor,3
lymph node disease,3
oculocutaneous albinism type 3,3
pleomorphic adenoma carcinoma,3
cholangiolocellular carcinoma,3
precursor T-lymphoblastic lymphoma/leukemia refractory,3
Barrett's adenocarcinoma,3
brachydactyly type A1B,3
nephrogenic adenoma of the urethra,3
T-cell childhood lymphoblastic lymphoma,3
primary hypomagnesemia,3
non-proliferative fibrocystic change of the breast,3
hypogonadotropic hypogonadism 22 with or without anosmia,3
periampullary adenocarcinoma,3
lateral ventricle meningioma,3
large cell neuroendocrine carcinoma,3
hereditary  ataxia,3
jugular foramen meningioma,3
thoracic spinal canal and spinal cord meningioma,3
pediatric leptomeningeal melanoma,3
Bartholin's gland small cell carcinoma,3
mitochondrial complex III deficiency nuclear type 7,3
autosomal recessive cutis laxa type IC,3
larynx leiomyoma,3
mitochondrial complex III deficiency nuclear type 4,3
mitochondrial complex III deficiency nuclear type 5,3
congenital stationary night blindness 1H,3
mitochondrial complex III deficiency nuclear type 8,3
breast intraductal papillomatosis,3
spinocerebellar ataxia type 25,3
sclerosing breast papilloma,3
Bartter disease type 5,3
familiar ovarian carcinoma,3
maxillary sinus inverted papilloma,3
pancreatic intraductal papillary-mucinous adenoma,3
Warsaw breakage syndrome,3
hypogonadotropic hypogonadism 20 with or without anosmia,3
Ritscher-Schinzel syndrome 2,3
hypogonadotropic hypogonadism 10 with or without anosmia,3
hypogonadotropic hypogonadism 17 with or without anosmia,3
pediatric intraocular retinoblastoma,3
vulvar seborrheic keratosis,3
telangiectatic osteogenic sarcoma,3
orofaciodigital syndrome VIII,3
hypogonadotropic hypogonadism 16 with or without anosmia,3
sulfamethoxazole allergy,3
Indian prawn allergy,3
myofibrillar myopathy 7,3
green mud crab allergy,3
subglottis verrucous carcinoma,3
hypogonadotropic hypogonadism 18 with or without anosmia,3
adult spinal cord glioblastoma multiforme,3
adult extraosseous osteosarcoma,3
spinal multifocal clear cell meningioma,3
camptodactyly-tall stature-scoliosis-hearing loss syndrome,3
cervical spinal canal and spinal cord meningioma,3
cerebral folate receptor alpha deficiency,3
FTDALS2,3
pediatric infratentorial ependymoblastoma,3
B cell linker protein deficiency,3
pyelo-ureteral junction syndrome,3
pediatric infratentorial ependymoma,3
preterm premature rupture of the membranes,3
extrahepatic bile duct lipoma,3
"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",3
hypogonadotropic hypogonadism 19 with or without anosmia,3
hypogonadotropic hypogonadism 13 with or without anosmia,3
endometrial disease,3
hypogonadotropic hypogonadism 8 with or without anosmia,3
kaolin pneumoconiosis,3
hypogonadotropic hypogonadism 15 with or without anosmia,3
trimethoprim allergy,3
pregnancy adenoma,3
infiltrating bladder urothelial carcinoma sarcomatoid variant,3
acquired von Willebrand syndrome,3
hypogonadotropic hypogonadism 21 with or without anosmia,3
cervical Mullerian papilloma,3
immune system cancer,3
benign neoplasms by histologic type,3
brachydactyly type E2,3
polycystic kidney disease 1,3
autosomal recessive limb-girdle muscular dystrophy type 2X,3
nonspecific interstitial pneumonia,3
adrenal gland ganglioneuroblastoma,3
hypogonadotropic hypogonadism 11 with or without anosmia,3
oculocutaneous albinism type VII,3
pediatric ovarian dysgerminoma,3
autosomal recessive cutis laxa type IIB,3
clivus chondroid chordoma,3
fallopian tube gestational choriocarcinoma,3
testis polyembryoma,3
hypogonadotropic hypogonadism 14 with or without anosmia,3
young-onset Parkinson disease,3
chest wall parachordoma,3
spinal cord neuroblastoma,3
frontal sinus Schneiderian papilloma,3
familial hemophagocytic lymphohistiocytosis 1,3
hypercalcemic type ovarian small cell carcinoma,3
chloramine T respiratory allergy,3
hypogonadotropic hypogonadism 9 with or without anosmia,3
maxillary sinus adenocarcinoma,3
congenital nongoitrous hypothryoidism 1,3
clivus meningioma,3
childhood kidney angiomyolipoma,3
lung occult squamous cell carcinoma,3
congenital nongoitrous hypothryoidism 2,3
lung acinar adenocarcinoma,3
lung superior sulcus carcinoma,3
malignant ciliary body melanoma,3
intrahepatic biliary papillomatosis,3
mediastinum neuroblastoma,3
congenital nongoitrous hypothryoidism 4,3
pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,3
chordoid meningioma,3
sacral spinal canal and spinal cord meningioma,3
fibroosseous pseudotumor of digits,3
superior vena cava leiomyosarcoma,3
adult infiltrating astrocytic neoplasm,3
amyotrophic lateral sclerosis type 3,3
melanocytic psammomatous MPNST,3
malignant type AB thymoma,3
sphenoid sinus inverted papilloma,3
acute cholangitis,3
aleukemic leukemia,3
sphenoid sinus Schneiderian papilloma,3
multiple endocrine neoplasia type 4,3
apocrine adenosis of breast,3
Charcot-Marie-Tooth disease axonal type 2CC,3
mitochondrial complex III deficiency nuclear type 3,3
brachydactyly type A1C,3
tuberculum sellae meningioma,3
lipoma of the rectum,3
mitochondrial complex III deficiency nuclear type 6,3
chronic lymphocytic leukemia and small lymphocytic lymphoma,3
retinal cell cancer,3
colloid carcinoma of the pancreas,3
eyelid carcinoma,3
epicardium lipoma,3
extrahepatic biliary papillomatosis,3
pyrimidine metabolic disorder,3
intrahepatic bile duct cystadenoma,3
hemochromatosis type 2B,3
nonossifying fibromyxoid tumor,3
colonic L-cell glucagon-like peptide producing tumor,3
choroid spindle cell melanoma,3
selective IgE deficiency disease,3
ovary papillary carcinoma,3
hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,3
pituitary stalk meningioma,3
pancreatic non-invasive intraductal papillary-mucinous carcinoma,3
myofibrillar myopathy 8,3
lethal congenital contracture syndrome 2,2
gliofibroma,2
suppurative lymphadenitis,2
bacterial esophagitis,2
tracheal calcification,2
autosomal recessive pericentral pigmentary retinopathy,2
De Barsy syndrome,2
vaginal spindle cell epithelioma,2
pulmonary artery leiomyosarcoma,2
L-cell glucagon-like peptide producing tumor,2
extraocular retinoblastoma,2
pyoureter,2
uterine corpus dissecting leiomyoma,2
adult dermatomyositis,2
autosomal recessive congenital ichthyosis,2
X-linked epilepsy-learning disabilities-behavior disorders syndrome,2
eccrine adenocarcinoma,2
nephrogenic adenoma of urinary bladder,2
perinatal intestinal perforation,2
uremic neuropathy,2
minor vestibular glands adenoma,2
vulvar angiokeratoma,2
"whistling face syndrome, recessive form",2
corpus callosum lipoma,2
viral esophagitis,2
cerebral hemisphere lipoma,2
malignant type A thymoma,2
iris spindle cell melanoma,2
cranial pseudosarcomatous fasciitis,2
"microcephalic osteodysplastic dysplasia, Saul-Wilson type",2
deep angioma,2
mucoepidermoid esophageal carcinoma,2
breast adenoma,2
mucoepidermoid thyroid carcinoma,2
vulvar nodular hidradenoma,2
interstitial myocarditis,2
central epithelioid sarcoma,2
thyroid gland adenocarcinoma,2
synpolydactyly,2
large cell carcinoma with rhabdoid phenotype,2
pulmonary vein leiomyosarcoma,2
serine deficiency,2
testicular Brenner tumor,2
Bartholin's gland adenomyoma,2
ciliary body mixed cell melanoma,2
villous adenocarcinoma,2
viral gastritis,2
prostatic urethral cancer,2
brown shrimp allergy,2
ethmoid sinus adenoid cystic carcinoma,2
vulvar granular cell tumor,2
aflatoxins-related hepatocellular carcinoma,2
uterine ligament clear cell adenocarcinoma,2
ovarian fetiform teratoma,2
micropapillomatosis labialis,2
retroperitoneal leiomyosarcoma,2
megalocornea,2
rhizomelic chondrodysplasia punctata type 5,2
adult brainstem gliosarcoma,2
bilateral meningioma of optic nerve,2
hemangioma of peripheral nerve,2
autosomal recessive centronuclear myopathy,2
familial progressive hyper- and hypopigmentation,2
anti-basement membrane glomerulonephritis,2
familial episodic pain syndrome,2
hyaline body myopathy,2
subacute glomerulonephritis,2
autosomal dominant nocturnal frontal lobe epilepsy 1,2
classic pulmonary blastoma,2
hereditary sensory and autonomic neuropathy type 1,2
epithelioid neurofibroma,2
cellular leiomyoma,2
X-linked lymphoproliferative syndrome 2,2
anterior foramen magnum meningioma,2
childhood brainstem astrocytoma,2
bone carcinoma,2
autosomal recessive nonsyndromic deafness 1A,2
progeroid features-hepatocellular carcinoma predisposition syndrome,2
ethmoid sinus adenocarcinoma,2
XMEN Disease,2
odontoonychodermal syndrome,2
autosomal recessive nonsyndromic deafness 4,2
conventional leiomyosarcoma,2
autosomal recessive cutis laxa type IIA,2
demyelinating polyneuropathy,2
malignant struma ovarii,2
autosomal recessive cutis laxa type IIIA,2
ovarian mucinous adenofibroma,2
autosomal recessive cutis laxa type IID,2
cervical Wilms' tumor,2
intermixed schwannian stroma-rich ganglioneuroblastoma,2
Seckel syndrome 1,2
Meckel syndrome 8,2
Saldino-Noonan syndrome,2
autosomal dominant dyskeratosis congenita 1,2
Beemer-Langer syndrome,2
congenital nongoitrous hypothryoidism 5,2
autosomal dominant dyskeratosis congenita 3,2
autosomal dominant dyskeratosis congenita 2,2
ampulla of Vater clear cell adenocarcinoma,2
fallopian tube germ cell cancer,2
autosomal dominant non-syndromic intellectual disability 1,2
rete testis adenoma,2
pediatric myxoid chondrosarcoma,2
epididymis adenocarcinoma,2
hereditary sensory and autonomic neuropathy type 6,2
tiger prawn allergy,2
ovarian malignant mesothelioma,2
cow milk allergy,2
uterine corpus epithelioid leiomyosarcoma,2
malignant visceral pleura tumor,2
melancholia,2
pituitary hypoplasia,2
diffuse uterine leiomyomatosis,2
intravenous leiomyomatosis,2
infiltrating nipple syringomatous adenoma,2
glycogen storage disease IX,2
chondroid chordoma,2
adult papillary meningioma,2
female breast carcinoma,2
pediatric meningioma,2
congenital muscular dystrophy with cataracts and intellectual disability,2
pediatric cerebral ependymoblastoma,2
split hand-foot malformation 1,2
type C thymoma,2
cervical endometrial stromal sarcoma,2
horned turban snail allergy,2
myxoid chondrosarcoma,2
hepatoid adenocarcinoma,2
postinfectious encephalitis,2
benign peritoneal mesothelioma,2
white shrimp allergy,2
blastoma,2
malignant ovarian cyst,2
sclerosteosis,2
non-arteritic anterior ischemic optic neuropathy,2
"cardiac valvular defect, developmental",2
peritoneal serous adenocarcinoma,2
hemangioma of lung,2
hereditary sensory and autonomic neuropathy type 1A,2
hereditary sensory neuropathy type 2C,2
autosomal dominant cutis laxa,2
granulomatous orchitis,2
autosomal recessive cutis laxa type IIC,2
non-syndromic intellectual disability,2
SOST-related sclerosing bone dysplasia,2
sennetsu fever,2
tactile epilepsy,2
sacrum chordoma,2
urethral urothelial papilloma,2
vulvar trichoepithelioma,2
chromosome 2q31.1 duplication syndrome,2
pigment dispersion syndrome,2
salt and pepper syndrome,2
ovarian germ cell monodermal and highly specialized teratoma,2
activated PI3K delta syndrome,2
acute diarrhea,2
ovarian mucinous malignant adenofibroma,2
retinal vascular disease,2
acute poststreptococcal glomerulonephritis,2
2q37 deletion syndrome,2
adiaspiromycosis,2
Sengers syndrome,2
cryptosporidiosis-chronic cholangitis-liver disease syndrome,2
childhood malignant hemangiopericytoma,2
congenital disorder of glycosylation Id,2
congenital disorder of glycosylation Ih,2
congenital disorder of glycosylation Ij,2
oligoasthenoteratospermia,2
metachondromatosis,2
juvenile glaucoma,2
DNA ligase IV deficiency,2
neutrophil immunodeficiency syndrome,2
neutral lipid storage disease,2
spindle cell rhabdomyosarcoma,2
spermatocytoma,2
social-emotional agnosia,2
neuronal intestinal dysplasia,2
familial glomangioma,2
mixed ductal-endocrine carcinoma,2
neonatal respiratory failure,2
Brucella suis brucellosis,2
Sarcomatoid carcinoma of the lung,2
age related macular degeneration 1,2
hyperprothrombinemia,2
autosomal dominant mental retardation 47,2
hereditary nonpolyposis colorectal cancer type 7,2
lymph node cancer,2
multiple epiphyseal dysplasia 3,2
obstructive nephropathy,2
X-linked chondrodysplasia punctata 2,2
congenital disorder of glycosylation If,2
congenital disorder of glycosylation Ie,2
orofacial cleft 1,2
congenital disorder of glycosylation Ic,2
"hypophosphatemic rickets, X-linked recessive",2
chest wall lipoma,2
childhood intracortical osteosarcoma,2
fungal esophagitis,2
"proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis",2
crescentic glomerulonephritis,2
vulva carcinoma,2
classic type lipoma,2
carp allergy,2
tibial nerve palsy,2
Atlantic salmon allergy,2
rainbow trout allergy,2
tomato allergy,2
plum allergy,2
Atlantic cod allergy,2
fish allergy,2
Friedreich ataxia 1,2
peach allergy,2
apricot allergy,2
cataract-intellectual disability-hypogonadism syndrome,2
Cowper gland carcinoma,2
lethal congenital contracture syndrome 1,2
oculocutaneous albinism type 4,2
Parkinson's disease 21,2
autosomal recessive hyaline body myopathy,2
gastroesophageal adenocarcinoma,2
orofacial cleft 2,2
intracortical osteogenic sarcoma,2
acute cervicitis,2
microscopic breast papilloma,2
colloid adenoma,2
central breast papilloma,2
lower clivus meningioma,2
reticular pattern testicular yolk sac tumor,2
autosomal dominant centronuclear myopathy,2
oculocutaneous albinism type IB,2
diffuse hemispheric glioma,2
chondroid lipoma,2
childhood leukemia,2
cerebritis,2
intestinal variant cervical mucinous adenocarcinoma,2
axial osteomalacia,2
atypical polypoid adenomyoma,2
endocervical type cervical mucinous adenocarcinoma,2
exhibitionism,2
hypomyelinating leukodystrophy 3,2
antisynthetase syndrome,2
transsexualism,2
adult epithelioid sarcoma,2
microglandular adenosis of breast,2
autosomal dominant sensory ataxia 1,2
oculocutaneous albinism type 6,2
geleophysic dysplasia,2
mixed endometrial stromal and smooth muscle tumor,2
fallopian tube cystadenofibroma,2
embryoma,2
orofacial cleft 5,2
congenital secretory chloride diarrhea 1,2
orofacial cleft 3,2
orofacial cleft 4,2
orofacial cleft 10,2
orofacial cleft 11,2
orofacial cleft 9,2
orofacial cleft 12,2
early infantile epileptic encephalopathy 31,2
early infantile epileptic encephalopathy 4,2
juvenile-onset Parkinson disease,2
gangliosidosis GM3,2
melanoma in congenital melanocytic nevus,2
torsion dystonia 1,2
retinal degeneration  associated with rhodopsin mutations,2
familial temporal lobe epilepsy 1,2
glomeruloid hemangioma,2
familial hemiplegic migraine 3,2
genital leiomyoma,2
familial juvenile gout,2
fetal alcohol effects,2
uterine corpus choriocarcinoma,2
distal hereditary motor neuronopathy type 5A,2
distal hereditary motor neuronopathy type 5B,2
penicillin drug reaction,2
upper clivus meningioma,2
pancreatoblastoma,2
parathyroid oncocytic adenoma,2
primary coenzyme Q10 deficiency 3,2
malignant parietal pleura tumor,2
Partington X-linked mental retardation syndrome,2
syndromic microphthalmia 3,2
extraosseous Ewing's sarcoma,2
ectopia lentis et pupillae,2
frontal sinus inverted papilloma,2
norwegian scabies,2
pericholangitis,2
sarcomatous intrahepatic cholangiocarcinoma,2
benign deep fibrous histiocytoma,2
cervix melanoma,2
spongiotic dermatitis,2
orbit alveolar rhabdomyosarcoma,2
signet ring basal cell carcinoma,2
follicular basal cell carcinoma,2
clear cell basal cell carcinoma,2
sebaceous basal cell carcinoma,2
intravascular angioleiomyoma,2
pseudovascular skin squamous cell carcinoma,2
uterine corpus adenosarcoma,2
macrocephaly-autism syndrome,2
patterned macular dystrophy 1,2
epidural spinal canal meningioma,2
chordoid glioma,2
urethral verrucous carcinoma,2
cervical verrucous carcinoma,2
spheroid body myopathy,2
benign recurrent intrahepatic cholestasis,2
mitochondrial DNA depletion syndrome 6,2
adrenal cortical adenocarcinoma,2
chronic spontaneous urticaria,2
osteogenesis imperfecta type 19,2
"trichothiodystrophy 7, nonphotosensitive",2
autosomal recessive nonsyndromic deafness 111,2
cerebellar ataxia type 48,2
autosomal recessive nonsyndromic deafness 112,2
environmental induced asthma,2
immunodeficiency 58,2
familial chylomicronemia due to inhibition of lipoprotein lipase activity,2
"blepharophimosis, ptosis, and epicanthus inversus syndrome",2
adult brain ependymoma,2
congenital disorder of glycosylation 1cc,2
congenital nystagmus 5,2
ichthyosis follicularis-alopecia-photophobia syndrome 1,2
aspirin-induced respiratory disease,2
immunodeficiency 52,2
vertebral anomalies and variable endocrine and T-cell dysfunction,2
immunodeficiency 51,2
Diamond-Blackfan anemia 1,2
sporadic breast cancer,2
thalassemia minor,2
amelogenesis imperfecta type 3C,2
Mullegama-Klein-Martinez syndrome,2
thrombophilia due to thrombin defect,2
autosomal dominant mutilating palmoplantar keratoderma with periorificial keratotic plaques,2
mitochondrial DNA depletion syndrome 7,2
polycystic echinococcosis,2
necrotizing gastritis,2
asbestos-related lung carcinoma,2
immunodeficiency 57,2
myofibrillar myopathy 3,2
reducing body myopathy,2
Martinez Monasterio Pinheiro syndrome,2
Alkuraya-Kučinskas syndrome,2
3-methylglutaconic aciduria type IX,2
spermatogenic failure 17,2
spermatogenic failure 10,2
spermatogenic failure 16,2
fallopian tube mucinous tumor,2
Y-linked spermatogenic failure 2,2
uterine ligament adenocarcinoma,2
keratosis pilaris atrophicans faciei,2
primary coenzyme Q10 deficiency 8,2
uterine ligament mucinous adenocarcinoma,2
autosomal dominant Emery-Dreifuss muscular dystrophy 5,2
autosomal recessive Emery-Dreifuss muscular dystrophy 3,2
Perry syndrome,2
benign vaginal carcinosarcoma,2
autosomal dominant Emery-Dreifuss muscular dystrophy 7,2
neonatal urinary tract infectious disease,2
neurofibroma of spinal cord,2
cardiac sarcoidosis,2
"nystagmus, congenital, autosomal recessive",2
pancreatic serous cystic neoplasm,2
X-linked chronic granulomatous disease,2
Basilicata-Akhtar syndrome,2
restrictive cardiomyopathy 3,2
fallopian tube transitional cell carcinoma,2
osteogenesis imperfecta type 18,2
bile duct sarcoma,2
Miyoshi muscular dystrophy 3,2
Miyoshi muscular dystrophy 2,2
breast cystic hypersecretory carcinoma,2
H syndrome,2
familial partial lipodystrophy type 1,2
hypogonadotropic hypogonadism,2
vulvar eccrine porocarcinoma,2
progressive familial intrahepatic cholestasis 2,2
progressive familial intrahepatic cholestasis 1,2
intrahepatic cholestasis of pregnancy 1,2
intrahepatic cholestasis of pregnancy 3,2
benign recurrent intrahepatic cholestasis 2,2
large cell medulloblastoma,2
hemangiopericytic tumor,2
X-linked sideroblastic anemia with ataxia,2
enlarged vestibular aqueduct,2
specific language impairment,2
"myopathy, lactic acidosis, and sideroblastic anemia",2
ampulla of Vater mucinous adenocarcinoma,2
immunodeficiency 11A,2
mucopolysaccharidosis type IVA,2
autosomal dominant craniodiaphyseal dysplasia,2
immunodeficiency 63,2
autosomal recessive craniometaphyseal dysplasia,2
autosomal recessive cutis laxa type IIIB,2
autosomal dominant mental retardation 50,2
bladder urachal adenocarcinoma,2
sarcomatoid uterine corpus endometrioid adenocarcinoma,2
Leber congenital amaurosis 1,2
cefaclor allergy,2
syndromic X-linked mental retardation Hough type,2
cefuroxime allergy,2
ceftazidime allergy,2
Galloway-Mowat syndrome 2,2
amodiaquine allergy,2
thiopental allergy,2
seminal vesicle acute gonorrhea,2
autosomal recessive nonsyndromic deafness 107,2
uterine corpus apoplectic leiomyoma,2
lymphoepithelioma-like acinar prostate adenocarcinoma,2
secretory uterine corpus endometrioid adenocarcinoma,2
amyotrophic lateral sclerosis type 13,2
ovarian serous cystadenofibroma,2
autosomal recessive isolated ectopia lentis 2,2
autosomal dominant mental retardation 49,2
autosomal recessive nonsyndromic deafness 106,2
Galloway-Mowat syndrome 4,2
uterine corpus cellular leiomyoma,2
"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",2
autosomal recessive congenital ichthyosis 13,2
type 1 papillary adenoma of the kidney,2
aztreonam allergy,2
testicular gonadoblastoma,2
autosomal recessive nonsyndromic deafness 108,2
childhood choroid plexus cancer,2
adult fibrosarcoma,2
pediatric fibrosarcoma,2
hexamethylene diisocyanate allergic asthma,2
type 2 papillary adenoma of the kidney,2
rocuronium allergy,2
exudative vitreoretinopathy 7,2
ampullary signet ring cell adenocarcinoma,2
Galloway-Mowat syndrome 5,2
chromosome 5q12 deletion syndrome,2
chromosome 6q11-q14 deletion syndrome,2
Charcot-Marie-Tooth disease type 3,2
sclerosing liposarcoma,2
ovarian clear cell malignant adenofibroma,2
mixed liposarcoma,2
"acrofacial dysostosis, Patagonia type",2
brachydactyly type A1D,2
fibroblastic liposarcoma,2
lujo hemorrhagic fever,2
bladder urachal carcinoma,2
posterior foramen magnum meningioma,2
posterior uveal melanoma,2
ethmoid sinus inverted papilloma,2
autosomal dominant nonsyndromic deafness 34,2
multiple mitochondrial dysfunctions syndrome 5,2
polycystic kidney disease 5,2
Joubert syndrome 30,2
uterine corpus myxoid leiomyosarcoma,2
choroid mixed cell melanoma,2
spindle cell liposarcoma,2
autosomal dominant nonsyndromic deafness 71,2
autosomal dominant nonsyndromic deafness 72,2
glycogen metabolism disorder,2
brain glioma,2
familial erythrocytosis 1,2
nicotine dependence,2
metachronous osteosarcoma of the bone,2
indolent myeloma,2
nephrotic syndrome 14,2
bilateral breast cancer,2
autosomal dominant nonsyndromic deafness 73,2
childhood parosteal osteogenic sarcoma,2
adult lymphoma,2
vulvar liposarcoma,2
WNT4 deficiency,2
adult spinal cord ependymoma,2
uterine ligament endometrioid adenocarcinoma,2
autosomal recessive congenital ichthyosis 14,2
optic atrophy 6,2
breast mucinous cystadenocarcinoma,2
adult vagina botryoid rhabdomyosarcoma,2
oxirane allergy,2
intermediate cell type ciliary body melanoma,2
CD40 ligand deficiency,2
punctate palmoplantar keratoderma type II,2
infiltrating ureter transitional cell carcinoma,2
pseudohypoparathyroidism type IB,2
dystransthyretinemic hyperthyroxinemia,2
mediastinal gray zone lymphoma,2
"1-chloro-2,4-dinitrobenzene allergic contact dermatitis",2
ovarian clear cell cystadenofibroma,2
ovarian clear cell adenofibroma,2
autosomal dominant mental retardation 55,2
solitary median maxillary central incisor syndrome,2
childhood botryoid rhabdomyosarcoma,2
autosomal dominant mental retardation 56,2
peripheral epithelioid sarcoma,2
chondroid syringoma of the vulva,2
optic atrophy 11,2
iris mixed cell melanoma,2
adult pineoblastoma,2
carbamazepine allergy,2
cocoon syndrome,2
tooth abnormality,2
congenital chylothorax,2
thymus lipoma,2
mepivacaine allergy,2
normocytic anemia,2
Chlamydia pneumonia,2
myofibrillar myopathy 1,2
Bartholin's gland squamous cell carcinoma,2
"liver failure, infantile",2
isoniazide allergy,2
benzo[d]isothiazol-3-one allergic contact dermatitis,2
adult botryoid rhabdomyosarcoma,2
